NLOC    Avg.NLOC  AvgCCN  Avg.token  function_cnt    file
5      1     36      2      10 __init__@48-57@../algorithms/algorithms/queues/queue.py
5      2     39      2       5 push@67-71@../algorithms/algorithms/stack/stack.py
5      1     30      2       5 push@115-119@../algorithms/algorithms/stack/stack.py
5      2     36      2       5 insert@25-29@../algorithms/algorithms/set/randomized_set.py
5      1     49      1       5 test_3x4@76-80@../algorithms/algorithms/matrix/bomb_enemy.py
5      2     34      2       5 print_matrix@50-54@../algorithms/algorithms/matrix/copy_transform.py
5       4.0     1.0       24.0         1     ../algorithms/algorithms/tree/tree.py
5       2.0     2.0       19.0         1     ../algorithms/algorithms/bit/power_of_two.py
5       0.0     0.0        0.0         0     ../algorithms/algorithms/heap/__init__.py
6      2     62      3       6 update@37-42@../algorithms/algorithms/tree/segment_tree/iterative_segment_tree.py
6      1     46      6       6 __init__@7-12@../algorithms/algorithms/tree/red_black_tree/red_black_tree.py
6      2     42      3       7 helper@34-40@../algorithms/algorithms/tree/bst/kth_smallest.py
6      2     35      2       6 insert@58-63@../algorithms/algorithms/tree/bst/bst.py
6      7     61      2       6 is_same_tree@10-15@../algorithms/algorithms/tree/same_tree.py
6      2     31      1       6 binary_tree_paths@1-6@../algorithms/algorithms/tree/binary_tree_paths.py
6      7     61      2       6 helper@29-34@../algorithms/algorithms/tree/is_symmetric.py
6      7     61      2       6 comp@66-71@../algorithms/algorithms/tree/is_subtree.py
6      4     76      2      10 min_depth@4-13@../algorithms/algorithms/tree/min_height.py
6      2     32      2       6 path_sum@22-27@../algorithms/algorithms/tree/path_sum2.py
6      2     30      1      10 longest_consecutive@28-37@../algorithms/algorithms/tree/longest_consecutive.py
6      3     27      1       6 check_pangram@5-10@../algorithms/algorithms/strings/check_pangram.py
6      3     47      1       7 is_palindrome_two_pointer@69-75@../algorithms/algorithms/strings/is_palindrome.py
6      2     45      1      11 domain_name_1@13-23@../algorithms/algorithms/strings/domain_extractor.py
6      1     95      1      10 int_to_roman@6-15@../algorithms/algorithms/strings/int_to_roman.py
6      5     47      1       7 is_valid_coordinates_1@39-45@../algorithms/algorithms/strings/validate_coordinates.py
6      2     30      1       6 convert_morse_word@81-86@../algorithms/algorithms/strings/unique_morse.py
6      2     48      2       6 rotate@14-19@../algorithms/algorithms/strings/rotate.py
6      2     24      1       8 count_ones_iter@25-32@../algorithms/algorithms/bit/count_ones.py
6      2     51      1       6 single_number2@22-27@../algorithms/algorithms/bit/single_number2.py
6      1     49      3       8 insert_one_bit@30-37@../algorithms/algorithms/bit/insert_bit.py
6      1     51      4       6 insert_mult_bits@39-44@../algorithms/algorithms/bit/insert_bit.py
6      2     28      2       7 add_bitwise_operator@8-14@../algorithms/algorithms/bit/add_bitwise_operator.py
6      2     31      1       7 int_to_bytes_big_endian@4-10@../algorithms/algorithms/bit/bytes_int_conversion.py
6      2     30      1       6 int_to_bytes_little_endian@13-18@../algorithms/algorithms/bit/bytes_int_conversion.py
6      2     21      1       6 bytes_big_endian_to_int@21-26@../algorithms/algorithms/bit/bytes_int_conversion.py
6      2     28      1       8 find_missing_number@11-18@../algorithms/algorithms/bit/find_missing_number.py
6      1     34      1       7 find_missing_number2@21-27@../algorithms/algorithms/bit/find_missing_number.py
6      2     50      2      10 quick_sort@1-10@../algorithms/algorithms/sort/quick_sort.py
6      2     57      1      13 merge_sort@1-13@../algorithms/algorithms/sort/merge_sort.py
6      3     55      1      10 can_attend_meetings@12-21@../algorithms/algorithms/sort/meeting_rooms.py
6      3     64      2       6 bitonic_sort.compare@12-17@../algorithms/algorithms/sort/bitonic_sort.py
6      3     73      3       6 permute_recursive.dfs@45-50@../algorithms/algorithms/backtrack/permute.py
6      1     33      2      15 combination_sum@19-33@../algorithms/algorithms/backtrack/combination_sum.py
6      3     30      1       9 get_name@15-23@../algorithms/algorithms/graph/graph.py
6      3     36      2       6 find_all_cliques.get_connected@31-36@../algorithms/algorithms/graph/find_all_cliques.py
6      3     49      4      12 dfs_transposed@16-27@../algorithms/algorithms/graph/satisfiability.py
6      3     53      5      11 dfs@30-40@../algorithms/algorithms/graph/satisfiability.py
6      2     38      1       9 dfs@29-37@../algorithms/algorithms/graph/check_digraph_strongly_connected.py
6      3     42      1      11 reverse_graph@48-58@../algorithms/algorithms/graph/check_digraph_strongly_connected.py
6      3     31      1       9 is_strongly_connected@61-69@../algorithms/algorithms/graph/check_digraph_strongly_connected.py
6      1     37      1       8 split@16-23@../algorithms/algorithms/unix/path/split.py
6      2     42      2       6 insert@20-25@../algorithms/algorithms/map/randomized_set.py
6      3     53      2       6 min_child@93-98@../algorithms/algorithms/heap/binary_heap.py
6      3     69      2       7 perc_down@100-106@../algorithms/algorithms/heap/binary_heap.py
6      5     70      1       6 word_range@67-72@../algorithms/algorithms/bfs/word_ladder.py
6      4     37      1      10 flatten_iter@22-31@../algorithms/algorithms/arrays/flatten.py
6      3     57      1       7 plus_one_v3@42-48@../algorithms/algorithms/arrays/plus_one.py
6      2     33      2       6 n_sum.append_elem_to_each_list@117-122@../algorithms/algorithms/arrays/n_sum.py
6      3     34      2       6 delete_nth_naive@13-18@../algorithms/algorithms/arrays/delete_nth.py
6      2     41      2       6 rotate_v3@56-61@../algorithms/algorithms/arrays/rotate.py
6      2     40      2      11 _fill_tree@75-85@../algorithms/algorithms/compression/huffman_coding.py
6      2     34      2       6 get_bit@104-109@../algorithms/algorithms/compression/huffman_coding.py
6      2     51      3       6 _encode_and_write_signs_to_file@278-283@../algorithms/algorithms/compression/huffman_coding.py
6      2     39      1       9 decimal_to_binary_ip@27-35@../algorithms/algorithms/maths/decimal_to_binary_ip.py
6      3     24      1       6 trailing_zero@41-46@../algorithms/algorithms/maths/gcd.py
6      2     27      1       7 is_prime.pow2_factor@12-18@../algorithms/algorithms/maths/rabin_miller.py
6      4     65      2       6 combination_memo.recur@13-18@../algorithms/algorithms/maths/combination.py
6      2     30      1       9 _l2_distance@11-19@../algorithms/algorithms/maths/cosine_similarity.py
6      4     45      1       6 _check_coprime@41-46@../algorithms/algorithms/maths/chinese_remainder_theorem.py
6      2     23      1       7 find_factorial@21-27@../algorithms/algorithms/maths/krishnamurthy_number.py
6      2     37      1      10 _rationalize_if_possible@55-64@../algorithms/algorithms/maths/polynomial.py
6      2     25      2       6 __eq__@101-106@../algorithms/algorithms/maths/polynomial.py
6      1     22      1       6 all_variables@237-242@../algorithms/algorithms/maths/polynomial.py
6      2     37      1      10 _rationalize_if_possible@320-329@../algorithms/algorithms/maths/polynomial.py
6      3     37      1       6 __str__@527-532@../algorithms/algorithms/maths/polynomial.py
6      3     57      1      10 max_profit_naive@24-33@../algorithms/algorithms/dp/buy_sell_stock.py
6      2     56      1      12 max_profit_optimized@37-48@../algorithms/algorithms/dp/buy_sell_stock.py
6      3     70      2       6 get_maximum_value@22-27@../algorithms/algorithms/dp/knapsack.py
6      2     52      1       6 max_subarray@2-7@../algorithms/algorithms/dp/max_subarray.py
6      1     65      0      12 main@47-58@../algorithms/algorithms/dp/matrix_chain_order.py
6      2     54      1      20 fib_list@43-62@../algorithms/algorithms/dp/fib.py
6      3     52      2      16 count@19-34@../algorithms/algorithms/dp/coin_change.py
6      3     41      1      10 hosoya_testing@47-56@../algorithms/algorithms/dp/hosoya_triangle.py
6      2     44      2       6 enqueue@67-72@../algorithms/algorithms/queues/queue.py
6      2     53      1      10 reconstruct_queue@18-27@../algorithms/algorithms/queues/reconstruct_queue.py
6      2     37      1       9 next@11-19@../algorithms/algorithms/queues/zigzagiterator.py
6      2     34      1       6 pop@73-78@../algorithms/algorithms/stack/stack.py
6      3     45      0       6 __test_time.random_vector@49-54@../algorithms/algorithms/matrix/sparse_dot_vector.py
6       0.0     0.0        0.0         0     ../algorithms/algorithms/dfs/__init__.py
6       2.0     1.0       21.0         1     ../algorithms/algorithms/unix/path/full_path.py
6       0.0     0.0        0.0         0     ../algorithms/algorithms/map/__init__.py
6       6.0     2.0       53.0         1     ../algorithms/algorithms/queues/reconstruct_queue.py
7      2     39      3      19 get_sum@27-45@../algorithms/algorithms/tree/fenwick_tree/fenwick_tree.py
7      3    115      4       7 make_tree@13-19@../algorithms/algorithms/tree/segment_tree/segment_tree.py
7      3     49      2       7 add_word@28-34@../algorithms/algorithms/tree/trie/add_and_search.py
7      3     38      2       7 search@26-32@../algorithms/algorithms/tree/trie/trie.py
7      3     36      2       7 starts_with@34-40@../algorithms/algorithms/tree/trie/trie.py
7      1     46      1      11 rotate_right@90-100@../algorithms/algorithms/tree/avl/avl.py
7      1     46      1      11 rotate_left@102-112@../algorithms/algorithms/tree/avl/avl.py
7      2     39      1       7 serialize.build_string@11-17@../algorithms/algorithms/tree/bst/serialize_deserialize.py
7      4     63      2       7 recur_depth_sum@26-32@../algorithms/algorithms/tree/bst/depth_sum.py
7      3     61      2      12 closest_value@17-28@../algorithms/algorithms/tree/bst/bst_closest_value.py
7      3     44      1       7 count_left_node@21-27@../algorithms/algorithms/tree/bst/count_left_node.py
7      6     59      2      12 has_path_sum@18-29@../algorithms/algorithms/tree/path_sum.py
7      2     54      2       7 helper@7-13@../algorithms/algorithms/tree/max_path_sum.py
7      5     80      3       7 dfs@9-15@../algorithms/algorithms/tree/binary_tree_paths.py
7      3     30      1      10 bin_tree_to_list@4-13@../algorithms/algorithms/tree/bin_tree_to_list.py
7      2     91      1       8 move_window@20-27@../algorithms/algorithms/strings/rabin_karp.py
7      3     41      1       7 longest_common_prefix_v1@32-38@../algorithms/algorithms/strings/longest_common_prefix.py
7      2     56      3       7 longest_common@60-66@../algorithms/algorithms/strings/longest_common_prefix.py
7      3     37      1       7 unique_morse@88-94@../algorithms/algorithms/strings/unique_morse.py
7      4     86      4      10 lcs@17-26@../algorithms/algorithms/strings/min_distance.py
7      2     30      2      10 count_flips_to_convert@10-19@../algorithms/algorithms/bit/count_flips_to_convert.py
7      2     27      1       7 bytes_little_endian_to_int@29-35@../algorithms/algorithms/bit/bytes_int_conversion.py
7      3     62      4      20 get_factors.factor@40-59@../algorithms/algorithms/dfs/all_factors.py
7      3     50      1      14 __str__@82-95@../algorithms/algorithms/dfs/sudoku_solver.py
7      3     56      2      12 min_heap_sort@47-58@../algorithms/algorithms/sort/heap_sort.py
7      4     68      1      11 exchange_sort@1-11@../algorithms/algorithms/sort/exchange_sort.py
7      4     60      1      10 permute_iter@31-40@../algorithms/algorithms/backtrack/permute.py
7      3     32      1       7 array_sum_combinations.construct_candidates@33-39@../algorithms/algorithms/backtrack/array_sum_combinations.py
7      1     30      4      37 array_sum_combinations@20-56@../algorithms/algorithms/backtrack/array_sum_combinations.py
7      3     45      4       7 recursive_get_factors.factor@55-61@../algorithms/algorithms/backtrack/factor_combinations.py
7      2     38      2      31 add_operators@15-45@../algorithms/algorithms/backtrack/add_operators.py
7      6     68      4       7 generate_parenthesis_v2.add_pair@33-39@../algorithms/algorithms/backtrack/generate_parenthesis.py
7      2     40      1       7 print_linked_list@21-27@../algorithms/algorithms/linkedlist/partition.py
7      2     34      1       7 print_linked_list@65-71@../algorithms/algorithms/linkedlist/kth_to_last.py
7      2     34      1       7 print_linked_list@36-42@../algorithms/algorithms/linkedlist/remove_duplicates.py
7      2     34      1      10 clone_graph@99-108@../algorithms/algorithms/graph/clone_graph.py
7      2     43      2      10 add_node@91-100@../algorithms/algorithms/graph/graph.py
7      2     59      3      10 add_edge@102-111@../algorithms/algorithms/graph/graph.py
7      5     52      1      18 contains_cycle@38-55@../algorithms/algorithms/graph/cycle_detection.py
7      3     59      3      10 find_min_rotate_recur@24-33@../algorithms/algorithms/search/find_min_rotate.py
7      3     52      2      13 two_sum1@40-52@../algorithms/algorithms/search/two_sum.py
7      4     76      2       7 is_valid_sudoku@8-14@../algorithms/algorithms/map/valid_sudoku.py
7      1     34      2      16 insert@76-91@../algorithms/algorithms/heap/binary_heap.py
7      1     52      1       8 remove_min@115-122@../algorithms/algorithms/heap/binary_heap.py
7      3     27      2       8 n_sum.compare_closure_default@55-62@../algorithms/algorithms/arrays/n_sum.py
7      2     62      2      17 elias_generic@25-41@../algorithms/algorithms/compression/elias.py
7      2     44      1       8 get_byte@111-118@../algorithms/algorithms/compression/huffman_coding.py
7      2     68      2       9 write_bits@134-142@../algorithms/algorithms/compression/huffman_coding.py
7      1     62      2       9 decode_file@232-240@../algorithms/algorithms/compression/huffman_coding.py
7      4     69      3       9 _go_through_tree_and_create_codes@320-328@../algorithms/algorithms/compression/huffman_coding.py
7      4     42      1       7 generate_key.generate_key.gen_prime.is_prime@51-57@../algorithms/algorithms/maths/rsa.py
7      3     53      2      16 generate_key.gen_prime@48-63@../algorithms/algorithms/maths/rsa.py
7      5     78      1      16 inverse@142-157@../algorithms/algorithms/maths/polynomial.py
7      3     31      1       7 __iter__@59-65@../algorithms/algorithms/queues/queue.py
7      3     28      1       7 __iter__@109-115@../algorithms/algorithms/queues/queue.py
7      3     30      1       7 __iter__@59-65@../algorithms/algorithms/stack/stack.py
7      3     28      1       7 __iter__@107-113@../algorithms/algorithms/stack/stack.py
7      2     40      1       7 pop@121-127@../algorithms/algorithms/stack/stack.py
7      3     70      2       8 transpose_and_multiply@107-114@../algorithms/algorithms/matrix/matrix_inversion.py
7       7.0     3.0       61.0         1     ../algorithms/algorithms/tree/bst/bst_closest_value.py
7       7.0     4.0       68.0         1     ../algorithms/algorithms/sort/exchange_sort.py
8      2     58      1      13 in_order_traverse@114-126@../algorithms/algorithms/tree/avl/avl.py
8      2     42      0       8 deserialize.build_tree@24-31@../algorithms/algorithms/tree/bst/serialize_deserialize.py
8      3     75      1      12 num_trees@29-40@../algorithms/algorithms/tree/bst/unique_bst.py
8      2     55      1       8 array_to_bst@14-21@../algorithms/algorithms/tree/bst/array_to_bst.py
8      4     53      3      14 lowest_common_ancestor@24-37@../algorithms/algorithms/tree/bst/lowest_common_ancestor.py
8      4     48      1       8 reverse@3-10@../algorithms/algorithms/tree/invert_tree.py
8      4     60      1      11 __get_depth@12-22@../algorithms/algorithms/tree/is_balanced.py
8      3     69      2       8 _traverse_tree@244-251@../algorithms/algorithms/tree/b_tree.py
8      7     68      3      14 lca@24-37@../algorithms/algorithms/tree/lowest_common_ancestor.py
8      6    104      4       8 dfs@30-37@../algorithms/algorithms/tree/path_sum2.py
8      4     63      4       8 find_deepest_left@24-31@../algorithms/algorithms/tree/deepest_left.py
8      3     35      1       8 delete_reoccurring_characters@10-17@../algorithms/algorithms/strings/delete_reoccurring.py
8      4     90      2      11 strip_url_params3@85-95@../algorithms/algorithms/strings/strip_url_params.py
8      2     60      1       8 iterative@7-14@../algorithms/algorithms/strings/reverse_string.py
8      3     39      1      17 panagram@20-36@../algorithms/algorithms/strings/panagram.py
8      2     78      3      14 __init__@5-18@../algorithms/algorithms/strings/rabin_karp.py
8      6     70      1       8 longest_common_prefix_v2@43-50@../algorithms/algorithms/strings/longest_common_prefix.py
8      2     38      1       8 reverse_bits@9-16@../algorithms/algorithms/bit/reverse_bits.py
8      4     61      1      14 subsets@21-34@../algorithms/algorithms/bit/subsets.py
8      4     50      1       8 num_islands@25-32@../algorithms/algorithms/dfs/count_islands.py
8      3     68      3       8 undo@73-80@../algorithms/algorithms/dfs/sudoku_solver.py
8      3     76      3       8 partition@25-32@../algorithms/algorithms/sort/quick_sort.py
8      3     41      1      11 bogo_sort.is_sorted@14-24@../algorithms/algorithms/sort/bogo_sort.py
8      2     49      2      10 bitonic_sort.bitonic_merge@19-28@../algorithms/algorithms/sort/bitonic_sort.py
8      2     68      4      11 subsets_unique.backtrack@23-33@../algorithms/algorithms/backtrack/subsets_unique.py
8      2     68      4      10 subsets.backtrack@26-35@../algorithms/algorithms/backtrack/subsets.py
8      5     67      4       8 generate_parenthesis_v1.add_pair@18-25@../algorithms/algorithms/backtrack/generate_parenthesis.py
8      4     68      5       8 combination_sum.dfs@21-28@../algorithms/algorithms/backtrack/combination_sum.py
8      3     42      1      12 reverse_list_recursive@32-43@../algorithms/algorithms/linkedlist/reverse.py
8      3     54      2      13 count_components@30-42@../algorithms/algorithms/graph/count_connected_number_of_component.py
8      4     61      4      13 dfsutil@31-43@../algorithms/algorithms/graph/path_between_two_vertices_in_digraph.py
8      3     39      1      11 __choose_state@14-24@../algorithms/algorithms/graph/markov_chain.py
8      4     52      3      11 dfs_traverse_recursive@38-48@../algorithms/algorithms/graph/traversal.py
8      1     38      1      36 find_all_cliques@7-42@../algorithms/algorithms/graph/find_all_cliques.py
8      7     61      1       8 simplify_path_v2@22-29@../algorithms/algorithms/unix/path/simplify_path.py
8      3     49      2       8 get@48-55@../algorithms/algorithms/map/separate_chaining_hashtable.py
8      3     60      2      13 is_anagram@17-29@../algorithms/algorithms/map/is_anagram.py
8      2     70      2       8 remove@27-34@../algorithms/algorithms/map/randomized_set.py
8      4     64      3      10 limit@16-25@../algorithms/algorithms/arrays/limit.py
8      3     46      2      11 delete_nth@22-32@../algorithms/algorithms/arrays/delete_nth.py
8      2     47      2       8 josephus@12-19@../algorithms/algorithms/arrays/josephus.py
8      3     45      2       8 two_sum@16-23@../algorithms/algorithms/arrays/two_sum.py
8      4     72      1       9 merge@47-55@../algorithms/algorithms/arrays/merge_intervals.py
8      2     40      2      24 save_tree@144-167@../algorithms/algorithms/compression/huffman_coding.py
8      1     74      2      15 _save_information_about_additional_bits@169-183@../algorithms/algorithms/compression/huffman_coding.py
8      1     85      1      10 test_next_bigger@50-59@../algorithms/algorithms/maths/next_bigger.py
8      5     65      2      26 recursive_binomial_coefficient@1-26@../algorithms/algorithms/maths/recursive_binomial_coefficient.py
8      6    101      4      14 __truediv__@160-173@../algorithms/algorithms/maths/polynomial.py
8      2     76      3      14 print_optimal_solution@31-44@../algorithms/algorithms/dp/matrix_chain_order.py
8      5     89      5       8 longest_increasing_subsequence_optimized.get_max@65-72@../algorithms/algorithms/dp/longest_increasing.py
8      5     89      5       8 longest_increasing_subsequence_optimized2.get_max@103-110@../algorithms/algorithms/dp/longest_increasing.py
8      2     65      1      12 max_product@11-22@../algorithms/algorithms/dp/max_product_subarray.py
8      3     77      1      17 min_cost@29-45@../algorithms/algorithms/dp/min_cost_path.py
8      4     66      2      14 combination_sum_bottom_up@61-74@../algorithms/algorithms/dp/combination_sum.py
8      2     49      1       8 dequeue@74-81@../algorithms/algorithms/queues/queue.py
8      4     61      3      10 __init__@19-28@../algorithms/algorithms/queues/priority_queue.py
8      4     69      3      12 push@38-49@../algorithms/algorithms/queues/priority_queue.py
8      3     63      3      12 get_minor@93-104@../algorithms/algorithms/matrix/matrix_inversion.py
8      4     41      1       8 array_is_matrix@117-124@../algorithms/algorithms/matrix/matrix_inversion.py
8      4     68      1       8 rotate@17-24@../algorithms/algorithms/matrix/rotate_image.py
8      4     55      3       8 row_kills@45-52@../algorithms/algorithms/matrix/bomb_enemy.py
8      4     52      3       8 col_kills@56-63@../algorithms/algorithms/matrix/bomb_enemy.py
8       8.0     4.0       48.0         1     ../algorithms/algorithms/tree/invert_tree.py
8       8.0     5.0       65.0         1     ../algorithms/algorithms/maths/recursive_binomial_coefficient.py
9      3     53      2      10 inorder_rec@29-38@../algorithms/algorithms/tree/traversal/inorder.py
9      3     52      2       9 postorder_rec@32-40@../algorithms/algorithms/tree/traversal/postorder.py
9      3     53      2      10 preorder_rec@31-40@../algorithms/algorithms/tree/traversal/preorder.py
9      5     64      3      16 transplant@143-158@../algorithms/algorithms/tree/red_black_tree/red_black_tree.py
9      4     56      3       9 recur_search@44-52@../algorithms/algorithms/tree/bst/bst.py
9      3     39      2       9 predecessor@1-9@../algorithms/algorithms/tree/bst/predecessor.py
9      6     68      1       9 num_empty@25-33@../algorithms/algorithms/tree/bst/num_empty.py
9      3     39      2       9 successor@1-9@../algorithms/algorithms/tree/bst/successor.py
9      3     47      1       9 next@12-20@../algorithms/algorithms/tree/bst/BSTIterator.py
9      4     54      1       9 tree_print@15-23@../algorithms/algorithms/tree/pretty_print.py
9      2     72      2      10 insert_key@63-72@../algorithms/algorithms/tree/b_tree.py
9      2    103      3      15 _rotate_left@157-171@../algorithms/algorithms/tree/b_tree.py
9      2     64      2      10 _find_largest_and_delete_in_left_subtree@218-227@../algorithms/algorithms/tree/b_tree.py
9      2     51      2      10 _find_largest_and_delete_in_right_subtree@229-238@../algorithms/algorithms/tree/b_tree.py
9      3     55      2      13 print_inorder@90-102@../algorithms/algorithms/tree/construct_tree_postorder_preorder.py
9      4     58      2       9 match_symbol@28-36@../algorithms/algorithms/strings/breaking_bad.py
9      6    111      2      11 strip_url_params2@71-81@../algorithms/algorithms/strings/strip_url_params.py
9      3    106      1       9 roman_to_int@7-15@../algorithms/algorithms/strings/roman_to_int.py
9      6     78      2      10 is_rotated_v1@22-31@../algorithms/algorithms/strings/is_rotated.py
9      4     62      1      10 is_palindrome_stack@79-88@../algorithms/algorithms/strings/is_palindrome.py
9      2     68      1      13 decode@18-30@../algorithms/algorithms/strings/encode_decode.py
9      4     62      1       9 word_squares.build@54-62@../algorithms/algorithms/strings/word_squares.py
9      7     99      2      14 is_one_edit@6-19@../algorithms/algorithms/strings/one_edit_distance.py
9      4     67      1      10 next_sort@19-28@../algorithms/algorithms/sort/bucket_sort.py
9      3     87      5      12 quick_sort_recur@12-23@../algorithms/algorithms/sort/quick_sort.py
9      4     72      1      12 permute@17-28@../algorithms/algorithms/backtrack/permute.py
9      5     65      1      12 palindromic_substrings_iter@34-45@../algorithms/algorithms/backtrack/palindrome_partitioning.py
9      3     81      3      14 unite@66-79@../algorithms/algorithms/unionfind/count_islands.py
9      5     57      2       9 merge_two_list_recur@29-37@../algorithms/algorithms/linkedlist/merge_two_list.py
9      2     31      1       9 convert_to_str@66-74@../algorithms/algorithms/linkedlist/add_two_numbers.py
9      4     39      1       9 is_sorted@11-19@../algorithms/algorithms/linkedlist/is_sorted.py
9      3     96      0      12 main@44-55@../algorithms/algorithms/graph/count_connected_number_of_component.py
9      4     52      3      12 min_distance@14-25@../algorithms/algorithms/graph/dijkstra.py
9      3     63      2      13 dfs@111-123@../algorithms/algorithms/graph/clone_graph.py
9      2     85      3      18 merge_set@37-54@../algorithms/algorithms/graph/minimum_spanning_tree.py
9      5     94      1      16 all_pairs_shortest_path@27-42@../algorithms/algorithms/graph/all_pairs_shortest_path.py
9      4     60      3      14 is_in_cycle@22-35@../algorithms/algorithms/graph/cycle_detection.py
9      2    102      0      14 main@129-142@../algorithms/algorithms/graph/satisfiability.py
9      4     72      4      15 binary_search_recur@37-51@../algorithms/algorithms/search/binary_search.py
9      4     88      1       9 __resize@111-119@../algorithms/algorithms/map/hashtable.py
9      3     69      2      17 distance@3-19@../algorithms/algorithms/ml/nearest_neighbor.py
9      5     55      2       9 flatten@10-18@../algorithms/algorithms/arrays/flatten.py
9      3     59      1       9 plus_one_v2@31-39@../algorithms/algorithms/arrays/plus_one.py
9      4     57      1      11 n_sum.union@124-134@../algorithms/algorithms/arrays/n_sum.py
9      2     59      2      11 trimmean@14-24@../algorithms/algorithms/arrays/trimmean.py
9      3     70      2      17 rotate_v1@13-29@../algorithms/algorithms/arrays/rotate.py
9      1     63      2      22 rotate_v2@32-53@../algorithms/algorithms/arrays/rotate.py
9      3     98      1      11 _create_tree@307-317@../algorithms/algorithms/compression/huffman_coding.py
9      4     40      1      18 magic_number@16-33@../algorithms/algorithms/maths/magic_number.py
9      3     37      1      17 krishnamurthy_number@30-46@../algorithms/algorithms/maths/krishnamurthy_number.py
9      2     40      2      10 modular_inverse@25-34@../algorithms/algorithms/maths/modular_inverse.py
9      3     48      1      14 hailstone@8-21@../algorithms/algorithms/maths/hailstone.py
9      2     32      2       9 equal_upto_scalar@67-75@../algorithms/algorithms/maths/polynomial.py
9      7    126      4      21 __add__@78-98@../algorithms/algorithms/maths/polynomial.py
9      3     77      1      17 cut_rod@6-22@../algorithms/algorithms/dp/rod_cut.py
9      5     83      1      15 longest_increasing_subsequence@24-38@../algorithms/algorithms/dp/longest_increasing.py
9      5     81      2      14 word_break@21-34@../algorithms/algorithms/dp/word_break.py
9      4     53      2      15 helper_topdown@32-46@../algorithms/algorithms/dp/combination_sum.py
9      2     49      2       9 enqueue@117-125@../algorithms/algorithms/queues/queue.py
9      3     62      1      10 first_stutter@17-26@../algorithms/algorithms/stack/stutter.py
9      4     50      1      11 identity@17-27@../algorithms/algorithms/matrix/matrix_exponentiation.py
9       9.0     3.0       39.0         1     ../algorithms/algorithms/tree/bst/predecessor.py
9       9.0     3.0       39.0         1     ../algorithms/algorithms/tree/bst/successor.py
9       6.0     3.0       27.0         1     ../algorithms/algorithms/strings/check_pangram.py
9       3.5     1.0       19.5         2     ../algorithms/algorithms/linkedlist/linkedlist.py
9       0.0     0.0        0.0         0     ../algorithms/algorithms/linkedlist/__init__.py
9       5.0     3.0       28.0         1     ../algorithms/algorithms/search/linear_search.py
9       6.0     2.0       52.0         1     ../algorithms/algorithms/dp/max_subarray.py
10      6    110      3      10 query@44-53@../algorithms/algorithms/tree/segment_tree/iterative_segment_tree.py
10      5     76      2      15 update_balances@74-88@../algorithms/algorithms/tree/avl/avl.py
10      2    109      3      16 _rotate_right@173-188@../algorithms/algorithms/tree/b_tree.py
10      4     96      4      12 _merge@190-201@../algorithms/algorithms/tree/b_tree.py
10      3     72      4      10 dfs@40-49@../algorithms/algorithms/tree/longest_consecutive.py
10      6     89      2      10 license_number@2-11@../algorithms/algorithms/strings/license_number.py
10      4     75      2      10 caesar_cipher@10-19@../algorithms/algorithms/strings/caesar_cipher.py
10      3     60      1      10 judge_circle@16-25@../algorithms/algorithms/strings/judge_circle.py
10      6     65      2      10 common_prefix@21-30@../algorithms/algorithms/strings/longest_common_prefix.py
10      6     70      2      10 make_sentence@18-27@../algorithms/algorithms/strings/make_sentence.py
10      6     87      1      14 first_unique_char@14-27@../algorithms/algorithms/strings/first_unique_char.py
10      6    101      3      10 dfs@35-44@../algorithms/algorithms/dfs/count_islands.py
10      7    149      5      10 dfs@56-65@../algorithms/algorithms/dfs/pacific_atlantic.py
10      4     72      1      22 get_factors_iterative1@63-84@../algorithms/algorithms/dfs/all_factors.py
10      6    119      4      10 dfs@29-38@../algorithms/algorithms/dfs/walls_and_gates.py
10      4     71      1      17 bucket_sort@1-17@../algorithms/algorithms/sort/bucket_sort.py
10      4     73      1      10 gnome_sort@10-19@../algorithms/algorithms/sort/gnome_sort.py
10      4     78      2      15 max_heap_sort@1-15@../algorithms/algorithms/sort/heap_sort.py
10      6     57      1      10 array_sum_combinations.over@22-31@../algorithms/algorithms/backtrack/array_sum_combinations.py
10      4     87      4      26 unique_array_sum_combinations@59-84@../algorithms/algorithms/backtrack/array_sum_combinations.py
10      3     79      2      13 anagram@10-22@../algorithms/algorithms/backtrack/anagram.py
10      4     73      1      10 get_factors@40-49@../algorithms/algorithms/backtrack/factor_combinations.py
10      5     75      1      10 palindromic_substrings@12-21@../algorithms/algorithms/backtrack/palindrome_partitioning.py
10      4     41      1      14 reverse_list@12-25@../algorithms/algorithms/linkedlist/reverse.py
10      2     75      1      14 copy_random_pointer_v2@35-48@../algorithms/algorithms/linkedlist/copy_random_pointer.py
10      5     65      2      15 kth_to_last_dict@27-41@../algorithms/algorithms/linkedlist/kth_to_last.py
10      3     51      1      14 remove_dups@6-19@../algorithms/algorithms/linkedlist/remove_duplicates.py
10      4     52      1      14 remove_dups_wothout_set@21-34@../algorithms/algorithms/linkedlist/remove_duplicates.py
10      5     63      2      13 dfs_traverse@10-22@../algorithms/algorithms/graph/traversal.py
10      5     64      2      13 bfs_traverse@24-36@../algorithms/algorithms/graph/traversal.py
10      4     72      2      14 __init__@14-27@../algorithms/algorithms/graph/tarjan.py
10      5     97      1      14 build_graph@81-94@../algorithms/algorithms/graph/satisfiability.py
