NLOC    Avg.NLOC  AvgCCN  Avg.token  function_cnt    file
10      2     36      1      12 get_histogram@17-28@../algorithms/algorithms/distribution/histogram.py
10      3     56      2      20 search_insert@5-24@../algorithms/algorithms/search/search_insert.py
10      3     56      1      14 find_min_rotate@9-22@../algorithms/algorithms/search/find_min_rotate.py
10      5     66      2      14 get@44-57@../algorithms/algorithms/map/hashtable.py
10      4     61      2      20 nearest_neighbor@22-41@../algorithms/algorithms/ml/nearest_neighbor.py
10      7    166      5      11 bfs@30-40@../algorithms/algorithms/bfs/shortest_distance_from_all_buildings.py
10      4     52      1      12 move_zeros@12-23@../algorithms/algorithms/arrays/move_zeros.py
10      4     51      1      10 save_tree.get_code_tree@153-162@../algorithms/algorithms/compression/huffman_coding.py
10      3     43      1      20 decode_rle@39-58@../algorithms/algorithms/compression/rle_compression.py
10      5     68      2      11 find_order@37-47@../algorithms/algorithms/maths/diffie_hellman_key_exchange.py
10      5     59      1      12 euler_totient@57-68@../algorithms/algorithms/maths/diffie_hellman_key_exchange.py
10      3     54      1      14 is_strobogrammatic@12-25@../algorithms/algorithms/maths/is_strobogrammatic.py
10      5     61      2      42 is_prime@10-51@../algorithms/algorithms/maths/rabin_miller.py
10      5     69      2      15 find_order@12-26@../algorithms/algorithms/maths/find_primitive_root_simple.py
10      5     59      1      12 euler_totient@35-46@../algorithms/algorithms/maths/find_primitive_root_simple.py
10      5     59      1      12 euler_totient@7-18@../algorithms/algorithms/maths/euler_totient.py
10      3     64      2      17 base_to_int@33-49@../algorithms/algorithms/maths/base_conversion.py
10      2     78      2      19 extended_gcd@6-24@../algorithms/algorithms/maths/extended_gcd.py
10      5     69      2      14 find_order@14-27@../algorithms/algorithms/maths/find_order_simple.py
10      8    131      4      15 __sub__@200-214@../algorithms/algorithms/maths/polynomial.py
10      3     44      1      11 variables@473-483@../algorithms/algorithms/maths/polynomial.py
10      3    105      5      10 longest_increasing_subsequence_optimized.update@54-63@../algorithms/algorithms/dp/longest_increasing.py
10      3    105      5      10 longest_increasing_subsequence_optimized2.update@92-101@../algorithms/algorithms/dp/longest_increasing.py
10      7     91      1      14 num_decodings@20-33@../algorithms/algorithms/dp/num_decodings.py
10      7     98      2      14 hosoya@22-35@../algorithms/algorithms/dp/hosoya_triangle.py
10      6     85      2      10 push@16-25@../algorithms/algorithms/stack/ordered_stack.py
10      3     68      2      10 remove@31-40@../algorithms/algorithms/set/randomized_set.py
10      1     65      0      10 main@22-31@../algorithms/algorithms/matrix/search_in_sorted_matrix.py
10      3     99      1      12 get_determinant@66-77@../algorithms/algorithms/matrix/matrix_inversion.py
10      6    101      1      11 get_matrix_of_minors@80-90@../algorithms/algorithms/matrix/matrix_inversion.py
10      4     61      1      10 rotate_clockwise@1-10@../algorithms/algorithms/matrix/copy_transform.py
10      4     61      1      10 rotate_counterclockwise@13-22@../algorithms/algorithms/matrix/copy_transform.py
10      4     58      1      10 top_left_invert@25-34@../algorithms/algorithms/matrix/copy_transform.py
10      4     64      1      10 bottom_left_invert@37-46@../algorithms/algorithms/matrix/copy_transform.py
10       9.0     4.0       54.0         1     ../algorithms/algorithms/tree/pretty_print.py
10      10.0     6.0       89.0         1     ../algorithms/algorithms/strings/license_number.py
10       6.0     1.0       95.0         1     ../algorithms/algorithms/strings/int_to_roman.py
10       5.0     2.0       30.0         1     ../algorithms/algorithms/maths/num_digits.py
10       0.0     0.0        0.0         0     ../algorithms/algorithms/stack/__init__.py
11      4     86      2      15 insert@16-30@../algorithms/algorithms/tree/avl/avl.py
11      5     82      2      15 update_heights@58-72@../algorithms/algorithms/tree/avl/avl.py
11      1     84      1      11 setUp@44-54@../algorithms/algorithms/tree/bst/height.py
11      1     84      1      11 setUp@51-61@../algorithms/algorithms/tree/bst/num_empty.py
11      1     84      1      11 setUp@50-60@../algorithms/algorithms/tree/bst/depth_sum.py
11      1     84      1      11 setUp@45-55@../algorithms/algorithms/tree/bst/count_left_node.py
11      9    101      2      12 strong_password@32-43@../algorithms/algorithms/strings/strong_password.py
11      4     67      1      20 word_squares@47-66@../algorithms/algorithms/strings/word_squares.py
11      6     78      2      11 contain_string@15-25@../algorithms/algorithms/strings/contain_string.py
11      3     60      2      12 repeat_string@13-24@../algorithms/algorithms/strings/repeat_string.py
11      5     60      1      11 top_sort.is_ready@32-42@../algorithms/algorithms/sort/top_sort.py
11      5     97      1      25 pancake_sort@1-25@../algorithms/algorithms/sort/pancake_sort.py
11      4     63      2      30 bogo_sort@3-32@../algorithms/algorithms/sort/bogo_sort.py
11      4     61      1      11 sort_colors@14-24@../algorithms/algorithms/sort/sort_colors.py
11      4     65      2      12 array_sum_combinations.backtrack@41-52@../algorithms/algorithms/backtrack/array_sum_combinations.py
11      6     79      1      11 permute_unique@15-25@../algorithms/algorithms/backtrack/permute_unique.py
11      4    105      5      13 generate_abbreviations.backtrack@10-22@../algorithms/algorithms/backtrack/generate_abbreviations.py
11      4    107      1      46 num_islands@81-126@../algorithms/algorithms/unionfind/count_islands.py
11      5     50      1      15 is_cyclic@13-27@../algorithms/algorithms/linkedlist/is_cyclic.py
11      3     80      1      15 copy_random_pointer_v1@17-31@../algorithms/algorithms/linkedlist/copy_random_pointer.py
11      6     82      2      18 kth_to_last_eval@7-24@../algorithms/algorithms/linkedlist/kth_to_last.py
11      5     67      4      14 find_path@6-19@../algorithms/algorithms/graph/find_path.py
11      3     97      0      41 main@108-148@../algorithms/algorithms/graph/minimum_spanning_tree.py
11      4     67      2      18 two_sum2@54-71@../algorithms/algorithms/search/two_sum.py
11      7     93      2      15 last_occurrence@6-20@../algorithms/algorithms/search/last_occurrence.py
11      4     96      1      12 merge_intervals@66-77@../algorithms/algorithms/arrays/merge_intervals.py
11      3     63      1      17 decimal_to_binary_util@9-25@../algorithms/algorithms/maths/decimal_to_binary_ip.py
11      3     60      2      12 gcd_bit@52-63@../algorithms/algorithms/maths/gcd.py
11      6     85      1      20 is_prime.valid_witness@20-39@../algorithms/algorithms/maths/rabin_miller.py
11      7     94      1      31 num_perfect_squares@17-47@../algorithms/algorithms/maths/num_perfect_squares.py
11      3     85      2      22 cosine_similarity@22-43@../algorithms/algorithms/maths/cosine_similarity.py
11      3     69      5      12 cycle_product_for_two_polynomials@91-102@../algorithms/algorithms/maths/symmetry_group_cycle_index.py
11      8     83      2      14 factorial_recur@22-35@../algorithms/algorithms/maths/factorial.py
11      5    120      3      15 pythagoras@6-20@../algorithms/algorithms/maths/pythagoras.py
11      4     63      3      18 modular_exponential@1-18@../algorithms/algorithms/maths/modular_exponential.py
11      4     55      3      20 power@5-24@../algorithms/algorithms/maths/power.py
11      2     76      1      38 longest_increasing_subsequence_optimized@41-78@../algorithms/algorithms/dp/longest_increasing.py
11      3     61      1      11 dequeue@127-137@../algorithms/algorithms/queues/queue.py
11      5     66      1      15 simplify_path@14-28@../algorithms/algorithms/stack/simplify_path.py
11      5     84      4      11 search_in_a_sorted_matrix@9-19@../algorithms/algorithms/matrix/search_in_sorted_matrix.py
11       5.5     1.5       36.5         2     ../algorithms/algorithms/tree/max_path_sum.py
11      11.0     5.0       97.0         1     ../algorithms/algorithms/sort/pancake_sort.py
11       0.0     0.0        0.0         0     ../algorithms/algorithms/graph/__init__.py
11      11.0     4.0       63.0         1     ../algorithms/algorithms/maths/modular_exponential.py
12      7     73      2      13 search@67-79@../algorithms/algorithms/tree/trie/add_and_search.py
12      5     55      2      12 kth_smallest@9-20@../algorithms/algorithms/tree/bst/kth_smallest.py
12      2    118      3      15 _split_child@47-61@../algorithms/algorithms/tree/b_tree.py
12      6    116      3      16 _insert_to_nonfull_node@74-89@../algorithms/algorithms/tree/b_tree.py
12      7     78      2      12 find@91-102@../algorithms/algorithms/tree/b_tree.py
12      5     84      1      16 is_palindrome@17-32@../algorithms/algorithms/strings/is_palindrome.py
12      5     64      1      15 is_palindrome_deque@91-105@../algorithms/algorithms/strings/is_palindrome.py
12      8     97      3      12 is_merge_recursive@15-26@../algorithms/algorithms/strings/merge_string_checker.py
12      6    100      1      12 reverse_vowel@2-13@../algorithms/algorithms/strings/reverse_vowel.py
12      4     56      1      12 binary_gap@24-35@../algorithms/algorithms/bit/binary_gap.py
12      4     56      1      21 single_number3@29-49@../algorithms/algorithms/bit/single_number3.py
12      5    100      1      12 solve@47-58@../algorithms/algorithms/dfs/sudoku_solver.py
12      7    136      4      12 valid_one@60-71@../algorithms/algorithms/dfs/sudoku_solver.py
12      4     72      1      13 top_sort_recursive.dfs@9-21@../algorithms/algorithms/sort/top_sort.py
12      4    108      3      25 stoogesort@11-35@../algorithms/algorithms/sort/stooge_sort.py
12      4     80      2      43 bitonic_sort@1-43@../algorithms/algorithms/sort/bitonic_sort.py
12      5     67      2      12 merge_two_list@15-26@../algorithms/algorithms/linkedlist/merge_two_list.py
12      5     95      2      13 __init__@77-89@../algorithms/algorithms/graph/graph.py
12      5     95      3      36 kruskal@70-105@../algorithms/algorithms/graph/minimum_spanning_tree.py
12      5     77      3      17 ford_fulkerson@33-49@../algorithms/algorithms/graph/maximum_flow.py
12      5    109      5      16 dinic_bfs@92-107@../algorithms/algorithms/graph/maximum_flow.py
12      4     53      3      12 _get_bit_sum@57-68@../algorithms/algorithms/streaming/one_sparse_recovery.py
12      4     65      2      19 binary_search@17-35@../algorithms/algorithms/search/binary_search.py
12      5     67      2      18 first_occurrence@6-23@../algorithms/algorithms/search/first_occurrence.py
12      4     81      1      16 longest_non_repeat_v1@14-29@../algorithms/algorithms/arrays/longest_non_repeat.py
12      5     76      1      17 longest_non_repeat_v2@31-47@../algorithms/algorithms/arrays/longest_non_repeat.py
12      5     68      3      17 missing_ranges@6-22@../algorithms/algorithms/arrays/missing_ranges.py
12      1     95      2      14 encode_file@262-275@../algorithms/algorithms/compression/huffman_coding.py
12      3     69      1      13 _get_char_frequency@286-298@../algorithms/algorithms/compression/huffman_coding.py
12      5     69      1      15 find_primitive_root@77-91@../algorithms/algorithms/maths/diffie_hellman_key_exchange.py
12      6     83      2      19 gcd@6-24@../algorithms/algorithms/maths/gcd.py
12      5     68      1      14 find_primitive_root@54-67@../algorithms/algorithms/maths/find_primitive_root_simple.py
12      2     67      1      17 find_nth_digit@1-17@../algorithms/algorithms/maths/nth_digit.py
12      4    111      1      29 schedule@40-68@../algorithms/algorithms/dp/job_scheduling.py
12      3     51      1      24 fib_iter@67-90@../algorithms/algorithms/dp/fib.py
12      7    145      1      16 int_divide@40-55@../algorithms/algorithms/dp/int_divide.py
12      8    181      2      24 edit_distance@46-69@../algorithms/algorithms/dp/edit_distance.py
12      6     89      2      12 max_sliding_window@23-34@../algorithms/algorithms/queues/max_sliding_window.py
12      6     73      1      12 is_valid@11-22@../algorithms/algorithms/stack/valid_parenthesis.py
12      4     62      1      16 find_keyboard_row@12-27@../algorithms/algorithms/set/find_keyboard_row.py
12      9    135      2      18 count_paths@13-30@../algorithms/algorithms/matrix/count_paths.py
12      6     90      2      14 multiply@1-14@../algorithms/algorithms/matrix/matrix_exponentiation.py
12       4.0     2.0       28.0         3     ../algorithms/algorithms/tree/is_balanced.py
12      12.0     6.0      100.0         1     ../algorithms/algorithms/strings/reverse_vowel.py
12       4.0     3.0       62.0         1     ../algorithms/algorithms/sort/wiggle_sort.py
12      12.0     2.0       67.0         1     ../algorithms/algorithms/maths/nth_digit.py
13      9    145      6      13 __query@21-33@../algorithms/algorithms/tree/segment_tree/segment_tree.py
13      5     61      1      14 inorder@14-27@../algorithms/algorithms/tree/traversal/inorder.py
13      1    100      1      13 setUp@117-129@../algorithms/algorithms/tree/bst/bst.py
13      6     62      1      20 is_bst@23-42@../algorithms/algorithms/tree/bst/is_bst.py
13      3    114      3      14 _remove_from_nonleaf_node@203-216@../algorithms/algorithms/tree/b_tree.py
13      3     71      2      13 is_subtree@51-63@../algorithms/algorithms/tree/is_subtree.py
13      5     89      2      16 match_symbol_1@38-53@../algorithms/algorithms/strings/breaking_bad.py
13      7     98      2      16 rabin_karp@32-47@../algorithms/algorithms/strings/rabin_karp.py
13      7     90      1      13 is_valid_coordinates_0@24-36@../algorithms/algorithms/strings/validate_coordinates.py
13      3     75      1      13 count_binary_substring@21-33@../algorithms/algorithms/strings/count_binary_substring.py
13      9    116      3      13 is_merge_iterative@30-42@../algorithms/algorithms/strings/merge_string_checker.py
13      4     55      1      13 has_alternative_bit@20-32@../algorithms/algorithms/bit/has_alternative_bit.py
13      5     84      4      17 DFA@1-17@../algorithms/algorithms/automata/dfa.py
13      6     66      2      19 kth_to_last@44-62@../algorithms/algorithms/linkedlist/kth_to_last.py
13      7     71      1      19 first_cyclic_node@19-37@../algorithms/algorithms/linkedlist/first_cyclic_node.py
13      1     84      1      18 test_first_cyclic_node@42-59@../algorithms/algorithms/linkedlist/first_cyclic_node.py
13      6    132      2      23 dijkstra@27-49@../algorithms/algorithms/graph/dijkstra.py
13      6     83      4      16 find_all_path@22-37@../algorithms/algorithms/graph/find_path.py
13      4     83      2      13 find_all_cliques.expand_clique@17-29@../algorithms/algorithms/graph/find_all_cliques.py
13      6    132      7      18 dfs@14-31@../algorithms/algorithms/graph/maximum_flow.py
13      6    127      4      17 search_rotate_recur@64-80@../algorithms/algorithms/search/search_rotate.py
13      5     91      2      16 next_greatest_letter_v1@36-51@../algorithms/algorithms/search/next_greatest_letter.py
13      5     92      2      20 two_sum@19-38@../algorithms/algorithms/search/two_sum.py
13      4     88      3      13 put@34-46@../algorithms/algorithms/map/separate_chaining_hashtable.py
13      4     76      2      13 del_@57-69@../algorithms/algorithms/map/separate_chaining_hashtable.py
13      5     85      2      17 del_@59-75@../algorithms/algorithms/map/hashtable.py
13      5     89      1      15 merge_k_lists@19-33@../algorithms/algorithms/heap/merge_sorted_k_lists.py
13      5     90      1      14 merge_k_lists@36-49@../algorithms/algorithms/heap/merge_sorted_k_lists.py
13      1     71      4     107 n_sum@34-140@../algorithms/algorithms/arrays/n_sum.py
13      3     66      2      16 _load_byte@87-102@../algorithms/algorithms/compression/huffman_coding.py
13      4     71      2      19 find@202-220@../algorithms/algorithms/compression/huffman_coding.py
13      4     76      1      18 max_contiguous_subsequence_sum@25-42@../algorithms/algorithms/greedy/max_contiguous_subsequence_sum.py
13      9     73      1      17 prime_check@12-28@../algorithms/algorithms/maths/diffie_hellman_key_exchange.py
13      9     90      2      16 factorial@4-19@../algorithms/algorithms/maths/factorial.py
13      9     73      1      17 prime_check@1-17@../algorithms/algorithms/maths/prime_check.py
13      5     68      3      22 power_recur@27-48@../algorithms/algorithms/maths/power.py
13      4     76      2      17 sum_dig_pow@13-29@../algorithms/algorithms/maths/summing_digits.py
13      4     80      2      24 binary_search@15-38@../algorithms/algorithms/dp/job_scheduling.py
13      7    156      2      22 longest_common_subsequence@25-46@../algorithms/algorithms/dp/longest_common_subsequence.py
13      3    107      1      37 longest_increasing_subsequence_optimized2@81-117@../algorithms/algorithms/dp/longest_increasing.py
13      5    107      1      18 second_stutter@29-46@../algorithms/algorithms/stack/stutter.py
13      1    113      1      13 test_4x4@82-94@../algorithms/algorithms/matrix/bomb_enemy.py
13     11    130      1      17 valid_solution_set@75-91@../algorithms/algorithms/matrix/sudoku_validator.py
13       6.0     7.0       61.0         1     ../algorithms/algorithms/tree/same_tree.py
13       6.5     3.5       55.5         2     ../algorithms/algorithms/tree/binary_tree_paths.py
13       6.0     2.0       28.0         1     ../algorithms/algorithms/bit/add_bitwise_operator.py
13      13.0     5.0       84.0         1     ../algorithms/algorithms/automata/dfa.py
13      10.0     3.0       56.0         1     ../algorithms/algorithms/search/search_insert.py
13       7.0     4.0       76.0         1     ../algorithms/algorithms/map/valid_sudoku.py
13      13.0     9.0       73.0         1     ../algorithms/algorithms/maths/prime_check.py
14      5     72      1      15 preorder@15-29@../algorithms/algorithms/tree/traversal/preorder.py
14      5     77      1      14 inorder@269-282@../algorithms/algorithms/tree/red_black_tree/red_black_tree.py
14      8    111      2      14 has_path_sum2@33-46@../algorithms/algorithms/tree/path_sum.py
14      8    114      2      14 has_path_sum3@50-63@../algorithms/algorithms/tree/path_sum.py
14      8    128      2      14 path_sum2@41-54@../algorithms/algorithms/tree/path_sum2.py
14      8    148      2      14 path_sum3@58-71@../algorithms/algorithms/tree/path_sum2.py
14      5    106      1      17 atbash@11-27@../algorithms/algorithms/strings/atbash_cipher.py
14      3     96      2      14 multiply@15-28@../algorithms/algorithms/strings/multiply_strings.py
14      8    132      2      14 is_one_edit2@22-35@../algorithms/algorithms/strings/one_edit_distance.py
14      3     80      1      14 group_anagrams@15-28@../algorithms/algorithms/strings/group_anagrams.py
14      6    110      2      15 add_binary@12-26@../algorithms/algorithms/strings/add_binary.py
14      6    123      3      23 merge@16-38@../algorithms/algorithms/sort/merge_sort.py
14      4     82      1      17 pigeonhole_sort@12-28@../algorithms/algorithms/sort/pigeonhole_sort.py
14      6    110      2      23 selection_sort@1-23@../algorithms/algorithms/sort/selection_sort.py
14      8    100      3      17 remove_range@12-28@../algorithms/algorithms/linkedlist/remove_range.py
14      4     78      1      14 swap_pairs@17-30@../algorithms/algorithms/linkedlist/swap_in_pairs.py
14      8     88      4      17 find_shortest_path@39-55@../algorithms/algorithms/graph/find_path.py
14      4     77      2      19 max_sliding_window@23-41@../algorithms/algorithms/heap/sliding_window_max.py
14      7    139      1      21 next_bigger@25-45@../algorithms/algorithms/maths/next_bigger.py
14      7     98      2      19 strobogrammatic_in_range@35-53@../algorithms/algorithms/maths/generate_strobogrammtic.py
14      6    100      2      14 __eq__@492-505@../algorithms/algorithms/maths/polynomial.py
14      9    173      1      19 matrix_chain_order@10-28@../algorithms/algorithms/dp/matrix_chain_order.py
14      8    131      1      21 num_decodings2@36-56@../algorithms/algorithms/dp/num_decodings.py
14      5     88      1      16 first_is_consecutive@22-37@../algorithms/algorithms/stack/is_consecutive.py
14      5     85      3      22 optimal_set_cover@37-58@../algorithms/algorithms/set/set_covering.py
14     11    133      3      19 multiply@27-45@../algorithms/algorithms/matrix/sparse_mul.py
14      3     65      2      14 matrix_exponentiation@30-43@../algorithms/algorithms/matrix/matrix_exponentiation.py
14      5     93      0      24 __test_time@44-67@../algorithms/algorithms/matrix/sparse_dot_vector.py
14       5.0     1.5       39.0         2     ../algorithms/algorithms/strings/reverse_words.py
14       5.0     1.0       41.0         1     ../algorithms/algorithms/bit/remove_bit.py
14       7.0     2.0       30.0         1     ../algorithms/algorithms/bit/count_flips_to_convert.py
14      14.0     6.0      110.0         1     ../algorithms/algorithms/sort/selection_sort.py
14       4.0     2.0       29.0         2     ../algorithms/algorithms/maths/next_perfect_square.py
14       5.0     2.0       44.0         1     ../algorithms/algorithms/maths/sqrt_precision_factor.py
14       9.0     3.0       77.0         1     ../algorithms/algorithms/dp/rod_cut.py
14       2.5     1.0       24.0         2     ../algorithms/algorithms/queues/moving_average.py
15      5     83      3      15 recur_insert@65-79@../algorithms/algorithms/tree/bst/bst.py
15      5     89      1      19 decode_string@20-38@../algorithms/algorithms/strings/decode_string.py
15      5     77      1      25 get_factors_iterative2@87-111@../algorithms/algorithms/dfs/all_factors.py
15      5     90      1      21 shell_sort@1-21@../algorithms/algorithms/sort/shell_sort.py
15      6    104      2      25 insertion_sort@1-25@../algorithms/algorithms/sort/insertion_sort.py
15     11    168      3      18 pattern_match.backtrack@23-40@../algorithms/algorithms/backtrack/pattern_match.py
15      5     75      2      23 rotate_right@17-39@../algorithms/algorithms/linkedlist/rotate_list.py
15      8     91      1      22 is_palindrome_stack@28-49@../algorithms/algorithms/linkedlist/is_palindrome.py
15      8    130      2      34 bellman_ford@5-38@../algorithms/algorithms/graph/bellman_ford.py
15      6    152      7      19 dinic_dfs@109-127@../algorithms/algorithms/graph/maximum_flow.py
15      6    104      2      22 search_range@12-33@../algorithms/algorithms/search/search_range.py
15      6    101      2      20 is_isomorphic@21-40@../algorithms/algorithms/map/is_isomorphic.py
15      6    112      3      21 put@22-42@../algorithms/algorithms/map/hashtable.py
15      5    102      1      20 get_longest_non_repeat_v1@50-69@../algorithms/algorithms/arrays/longest_non_repeat.py
15      6     97      1      21 get_longest_non_repeat_v2@71-91@../algorithms/algorithms/arrays/longest_non_repeat.py
15      5     85      1      19 plus_one_v1@10-28@../algorithms/algorithms/arrays/plus_one.py
15      6    110      1      19 summarize_ranges@9-27@../algorithms/algorithms/arrays/summarize_ranges.py
15      5     66      1      28 encode_rle@9-36@../algorithms/algorithms/compression/rle_compression.py
15      7     95      1      19 get_primes@27-45@../algorithms/algorithms/maths/primes_sieve_of_eratosthenes.py
15      5     77      2      20 int_to_base@11-30@../algorithms/algorithms/maths/base_conversion.py
15      5    105      2      15 helper@19-33@../algorithms/algorithms/maths/generate_strobogrammtic.py
15      5    105      2      15 helper2@55-69@../algorithms/algorithms/maths/generate_strobogrammtic.py
15      2     89      2      19 extended_gcd@4-22@../algorithms/algorithms/maths/modular_inverse.py
15      9    185      2      31 egg_drop@28-58@../algorithms/algorithms/dp/egg_drop.py
15      5     93      1      15 first_switch_pairs@26-40@../algorithms/algorithms/stack/switch_pairs.py
15      8    117      2      20 sum_sub_squares@4-23@../algorithms/algorithms/matrix/sum_sub_squares.py
15      9    140      1      21 max_killed_enemies@21-41@../algorithms/algorithms/matrix/bomb_enemy.py
15       8.0     3.0       35.0         1     ../algorithms/algorithms/strings/delete_reoccurring.py
15      15.0     5.0       89.0         1     ../algorithms/algorithms/strings/decode_string.py
15      15.0     5.0       90.0         1     ../algorithms/algorithms/sort/shell_sort.py
15      15.0     6.0      104.0         1     ../algorithms/algorithms/sort/insertion_sort.py
15       6.0     3.0       55.0         1     ../algorithms/algorithms/sort/meeting_rooms.py
15       0.0     0.0        0.0         0     ../algorithms/algorithms/backtrack/__init__.py
15       5.0     1.0       39.0         1     ../algorithms/algorithms/unix/path/join_with_slash.py
15      10.0     2.0       78.0         1     ../algorithms/algorithms/maths/extended_gcd.py
15      11.0     5.0      120.0         1     ../algorithms/algorithms/maths/pythagoras.py
15       9.0     3.0       48.0         1     ../algorithms/algorithms/maths/hailstone.py
15      15.0     8.0      117.0         1     ../algorithms/algorithms/matrix/sum_sub_squares.py
16      6     99      3      26 delete_node@41-66@../algorithms/algorithms/tree/bst/delete_node.py
16      7    149      3      23 _repair_tree@133-155@../algorithms/algorithms/tree/b_tree.py
16      8    101      1      16 is_symmetric_iterative@37-52@../algorithms/algorithms/tree/is_symmetric.py
16      6     78      1      16 max_height@18-33@../algorithms/algorithms/tree/max_height.py
16      6     79      1      16 bin_tree_to_list_util@16-31@../algorithms/algorithms/tree/bin_tree_to_list.py
16      8     96      1      20 fizzbuzz@28-47@../algorithms/algorithms/strings/fizzbuzz.py
16      5     72      1      21 flip_bit_longest_seq@10-30@../algorithms/algorithms/bit/flip_bit_longest_sequence.py
16      4     70      1      16 binary_gap_improved@38-53@../algorithms/algorithms/bit/binary_gap.py
16      7    206      1      16 possible_values@30-45@../algorithms/algorithms/dfs/sudoku_solver.py
16      8    234      7      35 find_words.backtrack@19-53@../algorithms/algorithms/backtrack/find_words.py
16      7    127      2      57 find_words@17-73@../algorithms/algorithms/backtrack/find_words.py
16      5     96      1      23 prims_minimum_spanning@20-42@../algorithms/algorithms/graph/prims_minimum_spanning.py
16      8    111      3      21 dinic@129-149@../algorithms/algorithms/graph/maximum_flow.py
16      5     76      1      23 one_sparse@24-46@../algorithms/algorithms/streaming/one_sparse_recovery.py
16      6     95      4      29 ternary_search@14-42@../algorithms/algorithms/search/ternary_search.py
16      6    107      2      16 word_pattern@25-40@../algorithms/algorithms/map/word_pattern.py
16     12    180      1      20 shortest_distance@9-28@../algorithms/algorithms/bfs/shortest_distance_from_all_buildings.py
16      5     74      1      25 max_ones_index@19-43@../algorithms/algorithms/arrays/max_ones_index.py
16      5     78      1      22 top_1@15-36@../algorithms/algorithms/arrays/top_1.py
16      6    117      4      17 _decode_and_write_signs_to_file@243-259@../algorithms/algorithms/compression/huffman_coding.py
16     10    209      2      40 is_match@22-61@../algorithms/algorithms/dp/regex_matching.py
16      6     95      1      18 remove_min@13-30@../algorithms/algorithms/stack/remove_min.py
16      6     94      1      19 is_sorted@14-32@../algorithms/algorithms/stack/is_sorted.py
16      5    128      0      21 __test@46-66@../algorithms/algorithms/set/randomized_set.py
16      5     82      2      20 dot_product@16-35@../algorithms/algorithms/matrix/sparse_dot_vector.py
16      9    126      1      24 valid_solution@48-71@../algorithms/algorithms/matrix/sudoku_validator.py
16       9.0     3.0      106.0         1     ../algorithms/algorithms/strings/roman_to_int.py
16       8.0     2.0       38.0         1     ../algorithms/algorithms/bit/reverse_bits.py
16       0.0     0.0        0.0         0     ../algorithms/algorithms/search/__init__.py
16      11.0     7.0       93.0         1     ../algorithms/algorithms/search/last_occurrence.py
16      12.0     5.0       68.0         1     ../algorithms/algorithms/arrays/missing_ranges.py
16       4.7     2.7       41.7         3     ../algorithms/algorithms/maths/combination.py
16      10.0     5.0       59.0         1     ../algorithms/algorithms/maths/euler_totient.py
17      6     81      1      17 level_order@21-37@../algorithms/algorithms/tree/traversal/level_order.py
17      6     88      1      17 postorder@13-29@../algorithms/algorithms/tree/traversal/postorder.py
17      5     96      2      20 left_rotate@19-38@../algorithms/algorithms/tree/red_black_tree/red_black_tree.py
17      5     96      2      20 right_rotate@40-59@../algorithms/algorithms/tree/red_black_tree/red_black_tree.py
17      8     87      1      17 min_height@17-33@../algorithms/algorithms/tree/min_height.py
17      1     90      0      19 test@54-72@../algorithms/algorithms/linkedlist/partition.py
17      5    103      1      20 clone_graph1@55-74@../algorithms/algorithms/graph/clone_graph.py
17      5     98      1      20 clone_graph2@77-96@../algorithms/algorithms/graph/clone_graph.py
17      8    116      1      35 check_bipartite@6-40@../algorithms/algorithms/graph/check_bipartite.py
17      6    109      2      23 search_rotate@39-61@../algorithms/algorithms/search/search_rotate.py
17      7    101      2      37 jump_search@9-45@../algorithms/algorithms/search/jump_search.py
17     13    182      1      22 get_skyline@39-60@../algorithms/algorithms/heap/skyline.py
17      3    116      3      17 cycle_index_sym_helper@105-121@../algorithms/algorithms/maths/symmetry_group_cycle_index.py
17      8    159      8      17 substitute@244-260@../algorithms/algorithms/maths/polynomial.py
17      8    163      8      18 subs@508-525@../algorithms/algorithms/maths/polynomial.py
17       6.0     1.5       38.5         2     ../algorithms/algorithms/tree/bst/array_to_bst.py
17       5.3     2.0       29.3         3     ../algorithms/algorithms/tree/bst/BSTIterator.py
17       5.0     2.0       19.0         1     ../algorithms/algorithms/bit/single_number.py
17      10.0     4.0       73.0         1     ../algorithms/algorithms/sort/gnome_sort.py
17      10.0     3.0       79.0         1     ../algorithms/algorithms/backtrack/anagram.py
17      12.0     5.0       67.0         1     ../algorithms/algorithms/search/first_occurrence.py
17       5.0     2.0       33.0         1     ../algorithms/algorithms/dp/house_robber.py
17       7.5     5.0       81.0         2     ../algorithms/algorithms/matrix/count_paths.py
18      6    181      1      36 counting_sort@1-36@../algorithms/algorithms/sort/counting_sort.py
18      7    149      4      28 max_heapify@18-45@../algorithms/algorithms/sort/heap_sort.py
18      7    108      1      30 cocktail_shaker_sort@1-30@../algorithms/algorithms/sort/cocktail_shaker_sort.py
18      7    194      7      18 add_operators.dfs@22-39@../algorithms/algorithms/backtrack/add_operators.py
18      6    100      2      18 add_two_numbers@23-40@../algorithms/algorithms/linkedlist/add_two_numbers.py
18     10    131      1      26 scc@53-78@../algorithms/algorithms/graph/satisfiability.py
18      5    136      2      20 garage@35-54@../algorithms/algorithms/arrays/garage.py
18      5    111      2      52 generate_key@34-85@../algorithms/algorithms/maths/rsa.py
18     11    196      4      31 __mul__@109-139@../algorithms/algorithms/maths/polynomial.py
18     13    229      5      26 __truediv__@439-464@../algorithms/algorithms/maths/polynomial.py
18      8    273      3      37 planting_trees@13-49@../algorithms/algorithms/dp/planting_trees.py
